id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status 
dataarlingtonvaus	https://data.arlingtonva.us	Open Data Portal Arlington County Virginia	Arlington County Virginia	Open data portal	Local government	Junar	EN	dataset	open	United States	government	active		https://www.arlingtonva.us		uncertain
datarichmondgovcom	https://data.richmondgov.com	Open Data Portal Richmond Virginia	City of Richmond, Virginia	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datavirginiabeachgov	https://data.virginiabeach.gov	Virginia Beach Open Data	City of Virginia Beach	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True			active
datavirginiagov	https://data.virginia.gov	Virginia Open Data Portal	State of Virginia	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
geodatavermontgov	https://geodata.vermont.gov	Vermont Open Geodata Portal	State of Vermont	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	True		https://geodata.vermont.gov/api/feed/dcat-ap/2.0.1.json	active
databurlingtonvtgov	https://data.burlingtonvt.gov	City of Burlington VT Open Data	City of Burlington	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	True		https://city-of-burlington-vt-open-data-burlingtonvt.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
datakitcogisopendataarcgiscom	https://data.kitcogis.opendata.arcgis.com	Kittitas County GIS	Kittitas County	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datatacomaopendataarcgiscom	https://data.tacoma.opendata.arcgis.com	Tacoma Open Data	City of Tacoma	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datakingcountygov	https://data.kingcounty.gov	King County Open Data	King County, WA	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			active
dataredmondgov	https://data.redmond.gov	Redmond, Wa Open Data	City of Redmond	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	True			uncertain
dataseattlegov	https://data.seattle.gov	Seattle, Wa Open Data	City Of Seattle	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datawagov	https://data.wa.gov	Washington Open Data	State of Washington	Open data portal	Regional government	Socrata	EN	dataset	open	United States	government	active				uncertain
performanceseattlegov	https://performance.seattle.gov	Performance Seattle	City Of Seattle	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active				uncertain
datacityofmadisonopendataarcgiscom	https://data.cityofmadison.opendata.arcgis.com	City of Madison, Wisconsin Open Map Data	City of Madison, Wisconsin	Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
dataltsbopendataarcgiscom	https://data.ltsb.opendata.arcgis.com	Wisconsin State Legislature GIS Open Data Portal	Wisconsin State Legislature	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datawemopendataarcgiscom	https://data.wem.opendata.arcgis.com	Wisconsin Emergency Management GIS Open Data	Wisconsin Emergency Management	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
dataecwrpcopendataarcgiscom	https://data.ecwrpc.opendata.arcgis.com	East Central Wisconsin Regional Planning Commission Open Data	East Central Wisconsin Regional Planning Commission	Open data portal	Regional government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	True			active
datamilwaukeegov	https://data.milwaukee.gov	City of Milwaukee Open Data Portal	City of Milwaukee	Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	True			active
dataracinecountyopendataarcgiscom	https://data-racinecounty.opendata.arcgis.com	Racine County Open Data Portal	Racine County, WI	Open data portal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datawvdepopendataarcgiscom	https://data-wvdep.opendata.arcgis.com	West Virginia Department of Environmental Protection Open Data Hub	West Virginia Department of Environmental Protection	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datawvdotopendataarcgiscom	https://data-wvdot.opendata.arcgis.com	West Virginia Department of Transportation Open Data Portal	Department of Transportation, West Virginia	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
datageospatialhuborg	https://data.geospatialhub.org/	The Wyoming Geospatial Hub	State of Wyoming Office of the Governor	Geoportal	Regional government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	True			active
geocorreocomuy	https://geo.correo.com.uy/geonetwork	Administración Nacional de Correos data catalogue	Administración Nacional de Correos	Geoportal	Business	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://correo.com.uy		uncertain
geonetworkmiemgubuy	https://geonetwork.miem.gub.uy/geonetwork	Catalogo DINAMIGE	Ministerio de Industria, Energía y Minería	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://miem.gub.uy		uncertain
geoportalsietufadueduuy	http://geoportalsietu.fadu.edu.uy	Facultad de Arquitectura, Diseño y Urbanismo mapas y datos	Facultad de Arquitectura, Diseño y Urbanismo | Universidad de la República	Geoportal	Academy	GeoNode	ES	dataset,map_layer	open	Uruguay	geospatial	active		https://www.fadu.edu.uy		uncertain
geoserviciosmtopgubuy	http://geoservicios.mtop.gub.uy/geonetwork	MTOP en el Territorio - Geoportal	Ministerio de Transporte y Obras Públicas	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://mtop.gub.uy		uncertain
icroppgubuy	https://icr.opp.gub.uy/geonetwork	Oficina de Planeamiento y Presupuesto data catalogue	Oficina de Planeamiento y Presupuesto	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://opp.gub.uy		uncertain
metadatosigmgubuy	https://metadatos.igm.gub.uy/geonetwork	Instituto Geographico Militar data catalogue	Instituto Geographico Militar	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://www.igm.gub.uy		uncertain
metadatossniagubuy	https://metadatos.snia.gub.uy/geonetwork	SNIA Data Portal	SISTEMA NACIONAL DE INFORMACIÓN AGROPECUARIA	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://www.snia.gub.uy		uncertain
sigrochagubuy	https://sig.rocha.gub.uy/metadata	Catálogo de datos geográficos - Intendencia de Rocha	Rocha Gobierno de todos	Geoportal	Regional government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://rocha.gub.uy		uncertain
sitmvotmagubuy	https://sit.mvotma.gub.uy/geonetwork	Portal de Datos de MVOTMA	Ministerio de Vivienda y Ordenamiento Territorial	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://mvotma.gub.uy		uncertain
visualizadorideuy	https://visualizador.ide.uy/geonetwork	Catálogo de datos Infraestructura de Datos Espaciales de Uruguay	Infraestructura de Datos Espaciales de Uruguay	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Uruguay	geospatial,government,has_api	active	True	https://ide.uy		uncertain
wwwinegubuy	https://www.ine.gub.uy/Anda5/index.php	Catálogo de Metadatos y microdatos del Instituto Nacional de Estadística	Instituto Nacional de Estadística	Microdata catalog	Central government	NADA	ES	dataset	open,limited	Colombia	government,has_api,microdata	active	True	https://www.ine.gub.uy		active
catalogodatosgubuy	https://catalogodatos.gub.uy	 Catálogo de Datos Abiertos de la República Oriental del Uruguay	República Oriental del Uruguay	Open data portal	Central government	CKAN	ES	dataset	open	Uruguay	government,has_api	active	True			active
dshkuz	https://dshk.uz/ru/main/	Геопортал ГИС ГГК Республики Узбекистан	ГГК Республики Узбекистан	Geoportal	Central government	Custom software	RU	dataset,map_layer	open	Uzbekistan	geospatial,government	active				uncertain
openngisuz	https://open.ngis.uz	Общественный геопортал Кадастрового агентства Республики Узбекистан	Кадастровое агентство Республики Узбекистан	Geoportal	Central government	ArcGIS Server	UZ,EN,RU	dataset,map_layer	open	Uzbekistan	geospatial,government	active	True	https://www.kadastr.uz		uncertain
siatstatuz	https://siat.stat.uz	Портал статистики Республики Узбекистан		Indicators catalog	Central government	Custom software	UZ,EN,RU	indicator	open	Uzbekistan	statistics,government	active				uncertain
dataegovuz	https://data.egov.uz	Uzbekistan open data portal	Government of Uzbekistan	Open data portal	Central government	Custom software	UZ,EN,RU	dataset	open	Uzbekistan	government	active		https://www.egov.uz		uncertain
geoportalstnmttphcmgovvn	https://geoportal-stnmt.tphcm.gov.vn/geonetwork	HCMC Geoportal	Department of Natural Resources and Environment of Ho Chi Minh City	Geoportal	Local government	Geonetwork	VN	dataset,map_layer	open	Vietnam	geospatial,government,has_api	active	True	http://www.donre.hochiminhcity.gov.vn/		uncertain
metadatavngeoportalgovvn	https://metadata.vngeoportal.gov.vn/geonetwork	Metadata VN GeoPortal	Ministry of Natural Resources and Environment (MONRE) Vietnam	Geoportal	Central government	Geonetwork	VN	dataset,map_layer	open	Vietnam	geospatial,government,has_api	active	True	https://monre.gov.vn		uncertain
opendatahcmgisvn	https://opendata.hcmgis.vn	HCMCGIS Open data	Ho Chi Minh City	Geoportal	Local government	GeoNode	EN	dataset,map_layer	open	Vietnam	geospatial,government	active		https://hochiminhcity.gov.vn		uncertain
portalhcmgisvn	http://portal.hcmgis.vn	HCMC Spatial Data Sharing Platform	Ho Chi Minh City	Geoportal	Local government	GeoNode	VN	dataset,map_layer	open	Vietnam	geospatial,government	active		https://hochiminhcity.gov.vn		uncertain
seaportalvodicvn	http://seaportal.vodic.vn/seaportal	Viet Nam Ocean Data and Information Center	Viet Nam Ocean Administration - Ministry of Natural Resources and Environment	Geoportal	Central government	Geonetwork	VN	dataset,map_layer	open	Vietnam	geospatial,government,has_api	active	True	http://vodic.vn		uncertain
wwwgiscloudvn	https://www.giscloud.vn	GisCloud	SMAP	Geoportal	Business	GeoNode	VN	dataset,map_layer	open	Vietnam	geospatial	active		https://smap.com.vn/		uncertain
pxwebgsogovvn	https://pxweb.gso.gov.vn	Statbank Vietnam		Indicators catalog	Central government	PxWeb	VN	indicator	open	Vietnam	statistics,government	active				uncertain
datahupheduvn	http://data.huph.edu.vn	Hanoi School of Public Health Scientific data repository	Hanoi School of Public Health	Microdata catalog	Academy	NADA	EN	microdata	open,limited	Vietnam	government,has_api,microdata	active	True	http://www.ansd.sn		uncertain
opendatagovvn	https://open.data.gov.vn	open.data.gov.vn		Open data portal	Central government	CKAN	VN	dataset	open	Vietnam	government,has_api	active	True			active
cataloguearcticsdiorg	https://catalogue.arctic-sdi.org/geonetwork	Arctic SDI data catalogue	Arctic SDI	Geoportal	International	Geonetwork	EN	dataset,map_layer	open	World	geospatial,has_api	active	True	https://www.arctic-sdi.org		uncertain
