dbid,name,link,langs,catalog_type,access_mode,content_types,countries,owner_type,software,export_standard,add_date,update_date,catalog_export,description,owner_name,owner_link,search_index,storage_volume,dataset_count,api,api_link
danepublicznegovpl,,danepubliczne.gov.pl,EN,Open data portal,Open,Dataset,Poland,Government,CKAN,CKAN API,,,,,,,,,,checked,https://danepubliczne.gov.pl/ckan/api/3
dartportalleedsacuk,DART,dartportal.leeds.ac.uk,EN,Open data portal,Open,Dataset,United Kingdom,Academy,CKAN,CKAN API,,,,,,,,,,checked,http://dartportal.leeds.ac.uk/api/3
data2cerdieduau,CKAN,data2.cerdi.edu.au,EN,Open data portal,Open,Dataset,Australia,Academy,CKAN,CKAN API,,,,,,,,,,checked,http://data2.cerdi.edu.au/api/3
data4tunisiaorg,data4tunisia.org,data4tunisia.org,FR,Open data portal,Open,Dataset,Tunis,Civil society,uData,uData API,20.3.2023,20.3.2023 11:23,,,,,,,,,
data4tunl,4TU.Research Data,data.4tu.nl,"EN,NL",Scientific data repository,Open,Dataset,Netherlands,Academy,Custom software,,,,,,,,,,,,
dataaberdeencitygovuk,Open Data Aberdeen,data.aberdeencity.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.aberdeencity.gov.uk/api/3
dataacehselatankabgoid,Open Data Aceh Selatan,data.acehselatankab.go.id,EN,Open data portal,Open,Dataset,Indonesia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.acehselatankab.go.id/api/3
dataadborg,ADB Data Library,data.adb.org,EN,Open data portal,Open,Dataset,World,International,CKAN,CKAN API,,,,,,,,,,checked,
dataaggloroyanfr,Open Data CARA,data.agglo-royan.fr,FR,Open data portal,Open,Dataset,France,Community,CKAN,CKAN API,,,,,,,,,,checked,https://data.agglo-royan.fr/api/3
dataagriculturelittoralefr,data.agriculturelittorale.fr,data.agriculturelittorale.fr,EN,Open data portal,Open,Dataset,France,Academy,CKAN,CKAN API,,,,,,,,,,checked,http://data.agriculturelittorale.fr/api/3
dataamsterdamnl,,data.amsterdam.nl,EN,Open data portal,Open,Dataset,Netherlands,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.amsterdam.nl/data/api/3
dataappsfaoorg,data.apps.fao.org,data.apps.fao.org,EN,Open data portal,Open,Dataset,World,International,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
dataaseanstatsorg,ASEANStatsDataPortal,data.aseanstats.org,EN,Indicators catalog,Open,"Indicator,Dataset",ASEAN,International,Custom software,,26.3.2023,26.3.2023 00:00,,,,,,,,,
dataaurinorgau, Australian Urban Research Infrastructure Network (AURIN) Data Catalogue,data.aurin.org.au,EN,Open data portal,"Open,Limited",Dataset,Australia,Academy,CKAN,CKAN API,23.3.2023,23.3.2023 00:00,,,,,,,,checked,
dataaurinorgau,AURIN Data Catalogue,data.aurin.org.au,EN,Open data portal,Open,Dataset,Australia,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.aurin.org.au/api/3
databalikpapangoid,Satu Data Balikpapan,data.balikpapan.go.id,ID,Open data portal,Open,Dataset,Indonesia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.balikpapan.go.id/api/3
databarrowbcgovuk,Barrow Borough Council's Data Portal,data.barrowbc.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.barrowbc.gov.uk/api/3
databartgov,BART Data Portal,data.bart.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.bart.gov/api/3
databayanatae,UAE Open Data Portal,data.bayanat.ae,EN,Open data portal,Open,Dataset,United Arab Emirates,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.bayanat.ae/api/3
databazainstatgoval,INSTAT Statistical database,databaza.instat.gov.al,EN,Indicators catalog,Open,Indicator,Albania,Government,PxWeb,,,,,,,,,,,,
databiodiversitybe,Belgian biodiversity data portal,data.biodiversity.be,EN,Open data portal,Open,Dataset,Belgium,Academy,CKAN,CKAN API,,,,,,,,,,checked,http://data.biodiversity.be/api/3
databirminghamalgov,City of Birmingham,data.birminghamal.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.birminghamal.gov/api/3
databirminghamgovuk,,data.birmingham.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.birmingham.gov.uk/api/3
databostongov,Analyze Boston,data.boston.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.boston.gov/api/3
databrisacuk,data.bris,data.bris.ac.uk,EN,Open data portal,Open,Dataset,United Kingdom,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.bris.ac.uk/data/api/3
databrisbaneqldgovau,Data | Brisbane City Council,data.brisbane.qld.gov.au,EN,Open data portal,Open,Dataset,Australia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.brisbane.qld.gov.au/data/api/3
databuenosairesgobar,Buenos Aires Data,data.buenosaires.gob.ar,ES,Open data portal,Open,Dataset,Argentina,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.buenosaires.gob.ar/api/3
databuenosairesgobar,CKAN,data.buenosaires.gob.ar,ES,Open data portal,Open,Dataset,Argentina,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.buenosaires.gob.ar/api/3
datacaltechedu,Caltech Data,data.caltech.edu,EN,Scientific data repository,Open,Dataset,United States,Academy,InvenioRDM,,25.3.2023,25.3.2023 00:00,,,,,,,,,
datacambridgeshireinsightorguk,,data.cambridgeshireinsight.org.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.cambridgeshireinsight.org.uk/search/field_topics/type/dataset?sort_by=changed/api/3
datacatalogelixirluxembourgorg,The IMI Data Catalog,datacatalog.elixir-luxembourg.org,EN,Scientific data repository,Open,Dataset,Luxembourg,Academy,Custom software,,24.3.2023,24.3.2023 00:00,,,,,,,,,
datacataloguecessdaeu,CESSDA DC Data Catalogue,datacatalogue.cessda.eu,EN,Open data portal,Open,Dataset,European Union,Academy,Custom software,OAI-PMH,24.3.2023,24.3.2023 00:00,,,,,,,,,
datacataloguegovie,PSB Data Catalogue,datacatalogue.gov.ie,EN,Open data portal,Open,Dataset,Ireland,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,https://datacatalogue.gov.ie/api/3
datacatalogurbanorg,Urban Institute Data Catalog,datacatalog.urban.org,EN,Open data portal,Open,Dataset,United States,Government,DKAN,,24.3.2023,24.3.2023 00:00,,,,,,,,,
datacatalogworldbankorg,World Bank Data Catalogue,datacatalog.worldbank.org,EN,Open data portal,Open,Dataset,World,International,Custom software,,23.3.2023,23.3.2023 00:00,,,,,,,,,
datacbwaterhubca,Columbia Basin Water Hub,data.cbwaterhub.ca,EN,Open data portal,Open,Dataset,Canada,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.cbwaterhub.ca/api/3
datacccaacat,CCCA Data Server,data.ccca.ac.at,EN,Scientific data repository,"Open,Limited",Dataset,Austria,Academy,CKAN,CKAN API,25.3.2023,25.3.2023 00:00,,,,,,,,checked,
datacdcgov,CDC Data Catalog,data.cdc.gov,EN,Open data portal,Open,Dataset,United States,Government,Socrata,,24.3.2023,24.3.2023 00:00,,,,,,,,,
datacdcgovtw,Taiwan CDC Open Data Portal,data.cdc.gov.tw,zh_TW,Open data portal,Open,Dataset,Taiwan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.cdc.gov.tw/api/3
datacilacapkabgoid,Portal Data Terpadu Kabupaten Cilacap,data.cilacapkab.go.id,ID,Open data portal,Open,Dataset,Indonesia,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.cilacapkab.go.id/api/3
datacityofbostongov,Analyze Boston,data.cityofboston.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.cityofboston.gov/api/3
datacityofdentoncom,City of Denton Open Data,data.cityofdenton.com,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.cityofdenton.com/api/3
datacityofdentoncom,City of Denton Open Data,data.cityofdenton.com,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.cityofdenton.com/api/3
datacityosakalgjp,Open Data Osaka,data.city.osaka.lg.jp,JA,Open data portal,Open,Dataset,Japan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.city.osaka.lg.jp/data/api/3
datacityyokohamalgjp,横浜市オープンデータポータル,data.city.yokohama.lg.jp,JA,Open data portal,Open,Dataset,Japan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.city.yokohama.lg.jp/api/3
datacoatno,COAT Data Portal,data.coat.no,EN,Open data portal,Open,Dataset,Norway,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.coat.no/api/3
datacorkcityie,The Home of Open Data in Cork,data.corkcity.ie,EN,Open data portal,Open,Dataset,Ireland,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.corkcity.ie/api/3
datacsoie,Ireland Central Statistics Office Database,data.cso.ie,EN,Indicators catalog,Open,Indicator,Ireland,Government,Custom software,,26.3.2023,26.3.2023 00:00,,,,,,,,,
datadatahubfreightaustraliagovau,National Freight Data Hub,data.datahub.freightaustralia.gov.au,EN,Open data portal,Open,Dataset,Australia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.datahub.freightaustralia.gov.au/api/3
datadepositario,Depositar,data.depositar.io,zh_TW,Open data portal,Open,Dataset,Taiwan,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.depositar.io/api/3
datadoigov,data.doi.gov,data.doi.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.doi.gov/api/3
datadtudk,    Technical University of Denmark Data,data.dtu.dk,EN,Scientific data repository,Open,Dataset,Denmark,Academy,Figshare,,25.3.2023,25.3.2023 00:00,,,,,,,,,
dataecosisorg,EcoSIS Spectral Library,data.ecosis.org,EN,Open data portal,Open,Dataset,,,CKAN,CKAN API,,,,,,,,,,checked,https://data.ecosis.org/api/3
dataedgov,Department of Education Open Data Platform,data.ed.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.ed.gov/api/3
dataedincubatoreu,EDI Data Catalogue,data.edincubator.eu,EN,Open data portal,Open,Dataset,European Union,,CKAN,CKAN API,,,,,,,,,,checked,https://data.edincubator.eu/api/3
dataegovuz,Uzbekistan open data portal,data.egov.uz,"UZ,EN,RU",Open data portal,Open,Dataset,Uzbekistan,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
dataehealthirelandie,HSE Open Data,data.ehealthireland.ie,EN,Open data portal,Open,Dataset,Ireland,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.ehealthireland.ie/api/3
dataenglandnhsuk,NHS England Data Catalogue,data.england.nhs.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.england.nhs.uk/api/3
dataenvgojp,環境データショーケース,data.env.go.jp,JA,Open data portal,Open,Dataset,Japan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.env.go.jp/api/3
dataeuropaeu,ecodp.common.ckan.site_title,data.europa.eu,EN,Open data portal,Open,Dataset,European Union,,CKAN,CKAN API,,,,,,,,,,checked,https://data.europa.eu/euodp/en/data/api/3
dataexplorerunescaporg,SDG Gateway Asia Pacific,dataexplorer.unescap.org,EN,Indicators catalog,Open,Indicator,World,International,.Stat Suite,,,,,,,,,,,,
dataexplorestarfr,Star Data Explore,data.explore.star.fr,FR,Open data portal,Open,Dataset,France,Business,OpenDataSoft,OpenDataSoft API,,,,,,,,,,,
datafingridfi,Fingridin avoin data,data.fingrid.fi,FI,Open data portal,Open,Dataset,Finland,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.fingrid.fi/api/3
dataglasgowgovuk,Glasgow Open Data,data.glasgow.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",26.3.2023,26.3.2023 00:00,https://open-data-design-glasgowgis.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json,,,,,,,,
dataglasgowgovuk,Open Data Glasgow,data.glasgow.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.glasgow.gov.uk/api/3
datagojp,data.go.jp,data.go.jp,EN,Open data portal,Open,Dataset,Japan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.go.jp/data/api/3
datagoth,data.go.th,data.go.th,TH,Open data portal,Open,Dataset,Thailand,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagouvfr,data.gouv.fr,data.gouv.fr,FR,Open data portal,Open,Dataset,France,Government,uData,uData API,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovau,data.gov.au,data.gov.au,EN,Open data portal,Open,Dataset,Australia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.au/data/api/3
datagovbe,data.gov.be,data.gov.be,"NL,FR,DE,EN",Open data portal,Open,Dataset,Belgium,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovco,Datos Abiertos Colombia,data.gov.co,"ES,EN",Open data portal,Open,Dataset,Colombia,Government,Socrata,Socrata API,18.3.2023,18.3.2023 12:39,,,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,checked,https://dev.socrata.com/docs/endpoints.html
datagovcy,data.gov.cy,data.gov.cy,"GR,EN",Open data portal,Open,Dataset,Cyprus,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovcz,Czezh Open Data portal,data.gov.cz,"CZ,EN",Open data portal,Open,Dataset,Czech Republic,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovernmentae,data.government.ae,data.government.ae,AR,Open data portal,Open,Dataset,United Arab Emirates,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datagovge,Data.gov.ge,data.gov.ge,EN,Open data portal,Open,Dataset,Georgia,Government,Custom software,,26.3.2023,26.3.2023 00:00,,,,,,,,,
datagovhk,Open Data Hong Kong,data.gov.hk,"EN,zh_CN",Open data portal,Open,Dataset,China,Government,CKAN,CKAN API,,,,,,,,,,checked,
datagovhk,,data.gov.hk,EN,Open data portal,Open,Dataset,China,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.hk/en-datasets/data/api/3
datagovhr,data.gov.hr,data.gov.hr,EN,Open data portal,Open,Dataset,Croatia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.hr/api/3
datagovie,data.gov.ie,data.gov.ie,EN,Open data portal,Open,Dataset,Ireland,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.ie/api/3
datagovil,,data.gov.il,EN,Open data portal,Open,Dataset,Israel,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.il/api/3
datagovin,Open Government Data (OGD) Platform india,data.gov.in,EN,Open data portal,Open,Dataset,India,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovkg,data.gov.kg,data.gov.kg,"RU,KG",Open data portal,Open,Dataset,Kyrgyzstan,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datagovlk,Open data Portal of Sri Lanka,data.gov.lk,EN,Open data portal,Open,Dataset,Sri Lanka,Government,DKAN,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovlt,data.gov.lt,data.gov.lt,LT,Open data portal,Open,Dataset,Lithuania,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datagovlv,Latvijas Atvērto datu portāls,data.gov.lv,LV,Open data portal,Open,Dataset,Latvia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.lv/api/3
datagovmd,data.gov.md,data.gov.md,"RO,EN,RU",Open data portal,Open,Dataset,Moldova,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,https://data.gov.md/ckan/api/3
datagovme,Open Data Montenegro,data.gov.me,,Open data portal,Open,Dataset,Montenegro,Government,,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovmk,datagovmk,data.gov.mk,MK,Open data portal,Open,Dataset,Republic of North Macedonia,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.mk/api/3
datagovmy,data.gov.my,data.gov.my,MS,Open data portal,Open,Dataset,Malaysia,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datagovom,National Centre For Statistics & Information Data Portal (Oman),data.gov.om,EN,Indicators catalog,Open,Indicator,Oman,Government,Custom software,,,,,,,,,,,,
datagovph,data.gov.ph,data.gov.ph,PH,Open data portal,Open,Dataset,Phillipines,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovro,data.gov.ro,data.gov.ro,RO,Open data portal,Open,Dataset,Romania,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.gov.ro/api/3
datagovrs,data.gov.rs,data.gov.rs,SR,Open data portal,Open,Dataset,Serbia,Government,uData,uData API,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovru,Russia open data portal,data.gov.ru,RU,Open data portal,Open,Dataset,Russian Federation,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datagovsg,Data.gov.sg,data.gov.sg,EN,Open data portal,Open,Dataset,Singapore,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.sg/api/3
datagovsk,CKAN,data.gov.sk,SK,Open data portal,Open,Dataset,Slovakia,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.gov.sk/api/3
datagovua,Портал відкритих даних,data.gov.ua,UK,Open data portal,Open,Dataset,Ukraine,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datagovua,data.gov.ua,data.gov.ua,UK,Open data portal,Open,Dataset,Ukraine,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.ua/api/3
datagovuaorg,DataGovUa - неофіційний портал,data-gov-ua.org,EN,Open data portal,Open,Dataset,Ukraine,Civil society,CKAN,CKAN API,,,,,,,,,,checked,http://data-gov-ua.org/api/3
datagovuk,data.gov.uk,data.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.gov.uk/api/3
datahoustontxgov,City of Houston Open Data Portal,data.houstontx.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.houstontx.gov/api/3
datahubdcdcgishubarcgiscom,Open Data DC,datahub-dc-dcgis.hub.arcgis.com,EN,Geoportal,Open,Dataset,United States,Government,ArcGIS Hub,"DCAT AP 2.0.1,OGC Records API,DCAT US 1.1",20.3.2023,20.3.2023 11:23,https://datahub-dc-dcgis.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json,,,,,,,,
datahubio,the Datahub,datahub.io,EN,Open data portal,Open,Dataset,United Kingdom,Civil society,CKAN,CKAN API,,,,,,,,,,checked,https://datahub.io/api/3
datahubzamgacat,CKAN,data.hub.zamg.ac.at,EN,Open data portal,Open,Dataset,Austria,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.hub.zamg.ac.at/api/3
datahumdataorg,data.humdata.org,data.humdata.org,EN,Open data portal,Open,Dataset,World,International,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
datahumdataorg,Humanitarian Data Exchange,data.humdata.org,EN,Open data portal,Open,Dataset,World,International,CKAN,CKAN API,,,,,,,,,,checked,https://data.humdata.org/api/3
dataibbgovtr,data.ibb.gov.tr,data.ibb.gov.tr,TR,Open data portal,Open,Dataset,Turkey,Government,CKAN,CKAN API,20.3.2023,20.3.2023 11:23,,,,,,,,checked,
dataiitaorg,IITA Data,data.iita.org,EN,Open data portal,Open,Dataset,World,Government,CKAN,CKAN API,23.3.2023,23.3.2023 00:00,,,,,,,,checked,
dataillinoisgov,data.illinois.gov,data.illinois.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.illinois.gov/api/3
datailoorg,ILOStat Data Explorer,data.ilo.org,EN,Indicators catalog,Open,Indicator,World,International,.Stat Suite,,,,,,,,,,,,
dataimrgovua,Портал відкритих даних Ірпінської міської ради,data.imr.gov.ua,UK,Open data portal,Open,Dataset,Ukraine,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.imr.gov.ua/api/3
dataioosus,IOOS Catalog,data.ioos.us,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.ioos.us/api/3
dataisricorg,ISRIC World Soil Information,data.isric.org,EN,Geoportal,Open,Dataset,World,Academy,Geonetwork,Geonetwork API,23.3.2023,23.3.2023 00:00,,,,,,,,,
datajerseycitynjgov,data.jerseycitynj.gov,data.jerseycitynj.gov,EN,Open data portal,Open,Dataset,United States,Government,OpenDataSoft,OpenDataSoft API,20.3.2023,20.3.2023 11:23,,,,,,,,,
datajrceceuropaeu,Joint Research Centre Data Catalogue,data.jrc.ec.europa.eu,EN,Open data portal,Open,Dataset,European Union,Government,Custom software,,20.3.2023,20.3.2023 11:23,,,,,,,,,
datakalamazoocityorg,Kalamazoo Open Data,data.kalamazoocity.org,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.kalamazoocity.org/api/3
datakcggovtw,高雄市政府資料開放,data.kcg.gov.tw,zh_TW,Open data portal,Open,Dataset,Taiwan,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.kcg.gov.tw/api/3
datakkdk,Copenhagen Data,data.kk.dk,EN,Open data portal,Open,Dataset,Denmark,Government,CKAN,CKAN API,,,,,,,,,,checked,http://data.kk.dk/api/3
datalaregionfr,data.laregion.fr,data.laregion.fr,FR,Open data portal,Open,Dataset,France,Government,OpenDataSoft,OpenDataSoft API,20.3.2023,20.3.2023 11:23,,,,,,,,,
datalexingtonkygov,Lexington's Open Data Portal,data.lexingtonky.gov,EN,Open data portal,Open,Dataset,United States,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.lexingtonky.gov/api/3
datalondongovuk,,data.london.gov.uk,EN,Open data portal,Open,Dataset,United Kingdom,Government,CKAN,CKAN API,,,,,,,,,,checked,https://data.london.gov.uk/dataset/api/3
datamaintenanceorgau,Data - CTMTDS,data.maintenance.org.au,EN,Open data portal,Open,Dataset,Australia,Academy,CKAN,CKAN API,,,,,,,,,,checked,https://data.maintenance.org.au/api/3
datamarinecopernicuseu,Copernicus Marine Data Store,data.marine.copernicus.eu,EN,Scientific data repository,Open,Dataset,European Union,Academy,Custom software,,24.3.2023,24.3.2023 00:00,,,,,,,,,
